word,neighbour,i
shirt,chicken,3
shirt,baby,4
shirt,afternoon,5
shirt,pants,6
shirt,soap,7
shirt,expensive,8
shirt,clothes,9
shirt,did,10
famine,hunger,1
famine,rain,2
famine,pot,3
famine,beads,4
famine,goats,5
famine,thorns,6
famine,goat,7
famine,leopard,8
famine,pumpkin,9
famine,dry,10
tow,flaw,1
tow,hatchet,2
tow,hack,3
tow,infer,4
tow,gutter,5
tow,turret,6
tow,pew,7
tow,tavern,8
tow,bolster,9
tow,toll,10
platform,wave,1
platform,dive,2
platform,core,3
platform,stage,4
platform,tattoo,5
platform,shell,6
platform,waterfall,7
platform,fibre,8
platform,flood,9
platform,rubber,10
dye,mortar,1
dye,yellow,2
dye,bury,3
dye,trunk,4
dye,beak,5
dye,salt,6
dye,drum,7
dye,large,8
dye,grind,9
dye,weave,10
roar,shine,1
roar,embrace,2
roar,torment,3
roar,stir,4
roar,devour,5
roar,glitter,6
roar,delight,7
roar,trickle,8
roar,roaring,9
roar,throng,10
copper,silver,1
copper,iron,2
copper,hemp,3
copper,gold,4
copper,sulphur,5
copper,pearl,6
copper,silk,7
copper,powder,8
copper,oil,9
copper,crown,10
ring,rot,1
ring,box,2
ring,rap,3
ring,pipe,4
ring,bar,5
ring,bum,6
ring,pin,7
ring,barn,8
ring,hall,9
ring,boil,10
ser,sus,1
ser,tar,2
ser,rant,3
ser,pal,4
ser,rig,5
ser,cal,6
ser,grant,7
ser,bar,8
ser,sin,9
ser,rang,10
groan,murmur,1
groan,moan,2
groan,strangle,3
groan,heal,4
groan,foam,5
groan,wrestle,6
groan,whisper,7
groan,devour,8
groan,shiver,9
groan,multiply,10
accord,comprehend,1
accord,devise,2
accord,enrich,3
accord,instruct,4
accord,compose,5
accord,impede,6
accord,retire,7
accord,enter,8
accord,sojourn,9
accord,sustain,10
smile,criticism,1
smile,success,2
smile,novel,3
smile,memories,4
smile,career,5
smile,hours,6
smile,prices,7
smile,landscape,8
smile,politics,9
smile,mystery,10
chart,frequency,1
chart,charter,2
chart,automatic,3
chart,test,4
chart,detector,5
chart,fund,6
chart,diary,7
chart,shipping,8
chart,indicator,9
chart,battery,10
import,export,1
import,suspension,2
import,transit,3
import,rate,4
import,correspondent,5
import,premium,6
import,franchise,7
import,management,8
import,observation,9
import,trade,10
swimming,glasses,1
swimming,television,2
swimming,window,3
swimming,sweater,4
swimming,lights,5
swimming,suitcase,6
swimming,handbag,7
swimming,desk,8
swimming,holiday,9
swimming,airport,10
arrangement,suitable,1
arrangement,amusement,2
arrangement,imitation,3
arrangement,occupation,4
arrangement,relation,5
arrangement,anxiety,6
arrangement,fixed,7
arrangement,follower,8
arrangement,attraction,9
arrangement,power,10
vegetable,insect,1
vegetable,cooking,2
vegetable,fruit,3
vegetable,vegetables,4
vegetable,rice,5
vegetable,waist,6
vegetable,ginger,7
vegetable,small,8
vegetable,bamboo,9
vegetable,cloth,10
flock,trumpet,1
flock,fury,2
flock,mallet,3
flock,mantle,4
flock,filth,5
flock,hatchet,6
flock,thicket,7
flock,folly,8
flock,leap,9
flock,cloak,10
prey,cry,1
prey,desolation,2
prey,trumpet,3
prey,mock,4
prey,dominion,5
prey,covenant,6
prey,folly,7
prey,kindred,8
prey,captivity,9
prey,plague,10
stream,streams,1
stream,hill,2
stream,hills,3
stream,ridge,4
stream,limbs,5
stream,wood,6
stream,river,7
stream,large,8
stream,noise,9
stream,mouth,10
consciousness,attainment,1
consciousness,devoid,2
consciousness,meditation,3
consciousness,concentration,4
consciousness,investigation,5
consciousness,accumulation,6
consciousness,rebirth,7
consciousness,dependent,8
consciousness,illusion,9
consciousness,practice,10
score,tape,1
score,liner,2
score,speed,3
score,vacuum,4
score,ballet,5
score,crash,6
score,concert,7
score,parking,8
score,trolley,9
score,train,10
cousin,niece,1
cousin,nephew,2
cousin,grandmother,3
cousin,sister-in-law,4
cousin,brother-in-law,5
cousin,grandchild,6
cousin,grandfather,7
cousin,fingernail,8
cousin,uncle,9
cousin,sleepy,10
whistle,spill,1
whistle,choke,2
whistle,squeeze,3
whistle,peel,4
whistle,growl,5
whistle,crawl,6
whistle,sniff,7
whistle,jump,8
whistle,scratch,9
whistle,drown,10
wax,vault,1
wax,trumpet,2
wax,linen,3
wax,vein,4
wax,pear,5
wax,galley,6
wax,bench,7
wax,gown,8
wax,amber,9
wax,cannon,10
messenger,obedient,1
messenger,darkness,2
messenger,companion,3
messenger,adversary,4
messenger,merciful,5
messenger,pomegranate,6
messenger,womb,7
messenger,wise,8
messenger,dwelling,9
messenger,servant,10
cross,shoot,1
cross,choke,2
cross,lodge,3
cross,whistle,4
cross,ride,5
cross,hatch,6
cross,knock,7
cross,grease,8
cross,cork,9
cross,catch,10
star,halo,1
star,rainbow,2
star,stars,3
star,cloud,4
star,dawn,5
star,sky,6
star,pigeon,7
star,thunder,8
star,moon,9
star,navel,10
cigarette,cigarettes,1
cigarette,toilet,2
cigarette,suitcase,3
cigarette,injection,4
cigarette,haircut,5
cigarette,blouse,6
cigarette,truck,7
cigarette,underpants,8
cigarette,typewriter,9
cigarette,soap,10
hog,worm,1
hog,liquor,2
hog,hatchet,3
hog,nutmeg,4
hog,boar,5
hog,cinnamon,6
hog,salt,7
hog,crow,8
hog,iron,9
hog,cock,10
dawn,barren,1
dawn,blossom,2
dawn,necklace,3
dawn,armpit,4
dawn,wrist,5
dawn,bracelet,6
dawn,testicle,7
dawn,skull,8
dawn,thunder,9
dawn,brave,10
cannon,musket,1
cannon,anchor,2
cannon,velvet,3
cannon,edifice,4
cannon,fencing,5
cannon,sails,6
cannon,galley,7
cannon,helm,8
cannon,sharper,9
cannon,cardinals,10
midnight,afternoon,1
midnight,noon,2
midnight,morning,3
midnight,thank,4
midnight,breakfast,5
midnight,headache,6
midnight,ankle,7
midnight,cough,8
midnight,tomorrow,9
midnight,eyebrow,10
load,clean,1
load,dry,2
load,mud,3
load,pot,4
load,stump,5
load,scratch,6
load,grind,7
load,peel,8
load,bellows,9
load,soil,10
instruction,conception,1
instruction,conduct,2
instruction,censure,3
instruction,residence,4
instruction,preservation,5
instruction,instructor,6
instruction,cessation,7
instruction,misery,8
instruction,contemplation,9
instruction,reverence,10
clothes,shirt,1
clothes,trousers,2
clothes,eggs,3
clothes,floor,4
clothes,shoes,5
clothes,door,6
clothes,pencil,7
clothes,buy,8
clothes,vegetables,9
clothes,road,10
scream,shriek,1
scream,shiver,2
scream,moan,3
scream,whisper,4
scream,wink,5
scream,grin,6
scream,howl,7
scream,twinkle,8
scream,slice,9
scream,ache,10
flour,goat,1
flour,clay,2
flour,pot,3
flour,grain,4
flour,mud,5
flour,cloth,6
flour,donkey,7
flour,roasted,8
flour,sickle,9
flour,pregnant,10
criticism,smile,1
criticism,novel,2
criticism,policy,3
criticism,prices,4
criticism,failure,5
criticism,industry,6
criticism,success,7
criticism,attitude,8
criticism,progress,9
criticism,proposal,10
fowl,large,1
fowl,fruit,2
fowl,small,3
fowl,bellows,4
fowl,pot,5
fowl,trap,6
fowl,cock,7
fowl,roof,8
fowl,maize,9
fowl,hen,10
extension,modification,1
extension,contact,2
extension,presentation,3
extension,indication,4
extension,inclusion,5
extension,consistency,6
extension,adaptation,7
extension,conversion,8
extension,confinement,9
extension,carrier,10
syllable,vowels,1
syllable,syllables,2
syllable,following,3
syllable,forms,4
syllable,exceptions,5
syllable,final,6
syllable,examples,7
syllable,verbs,8
syllable,initial,9
syllable,words,10
wing,chain,1
wing,feather,2
wing,tooth,3
wing,moth,4
wing,heel,5
wing,kidney,6
wing,lily,7
wing,bolt,8
wing,shade,9
wing,vein,10
heat,vessel,1
heat,pain,2
heat,earth,3
heat,weight,4
heat,burning,5
heat,urine,6
heat,excess,7
heat,pulse,8
heat,disease,9
heat,fame,10
leaf,fruit,1
leaf,tree,2
leaf,leaves,3
leaf,ripe,4
leaf,banana,5
leaf,shell,6
leaf,nut,7
leaf,crab,8
leaf,fish,9
leaf,basket,10
news,accident,1
news,police,2
news,newspaper,3
news,minutes,4
news,hours,5
news,magazine,6
news,problem,7
news,story,8
news,newspapers,9
news,meeting,10
pity,mockery,1
pity,shorten,2
pity,spoil,3
pity,pardon,4
pity,contradict,5
pity,offend,6
pity,confess,7
pity,mock,8
pity,groan,9
pity,boast,10
horn,worm,1
horn,hammer,2
horn,claw,3
horn,dwarf,4
horn,buck,5
horn,thorn,6
horn,dung,7
horn,heel,8
horn,pike,9
horn,cock,10
season,rainy,1
season,tree,2
season,waist,3
season,snake,4
season,grass,5
season,seed,6
season,fruit,7
season,bracelet,8
season,ceremony,9
season,mango,10
sin,sus,1
sin,ser,2
sin,nun,3
sin,pan,4
sin,incense,5
sin,wig,6
sin,ass,7
sin,pit,8
sin,idols,9
sin,mitt,10
circle,figure,1
circle,heat,2
circle,circular,3
circle,vapour,4
circle,cavity,5
circle,motion,6
circle,nature,7
circle,foot,8
circle,power,9
circle,equal,10
odor,color,1
odor,flavor,2
odor,colored,3
odor,diarrhea,4
odor,fibers,5
odor,fiber,6
odor,vapor,7
odor,rooster,8
odor,plow,9
odor,neighbor,10
extract,tighten,1
extract,irritate,2
extract,flank,3
extract,dissolve,4
extract,coil,5
extract,irritation,6
extract,substitute,7
extract,amuse,8
extract,epoch,9
extract,insert,10
rim,rims,1
rim,mum,2
rim,elm,3
rim,gag,4
rim,mini,5
rim,wig,6
rim,ram,7
rim,dill,8
rim,sill,9
rim,aura,10
pine,rattle,1
pine,skunk,2
pine,flint,3
pine,willow,4
pine,acorn,5
pine,oak,6
pine,grease,7
pine,owl,8
pine,rattlesnake,9
pine,apple,10
politics,politician,1
politics,policy,2
politics,prices,3
politics,political,4
politics,newspaper,5
politics,election,6
politics,novel,7
politics,financial,8
politics,industry,9
politics,income,10
majority,economy,1
majority,committee,2
majority,industry,3
majority,policy,4
majority,education,5
majority,emergency,6
majority,politics,7
majority,resources,8
majority,financial,9
majority,secretary,10
guide,spectacle,1
guide,illuminate,2
guide,insane,3
guide,interpreter,4
guide,grateful,5
guide,bandage,6
guide,concise,7
guide,illumination,8
guide,stable,9
guide,silent,10
relation,division,1
relation,narration,2
relation,injury,3
relation,excellence,4
relation,ornament,5
relation,digestion,6
relation,pleasure,7
relation,agitation,8
relation,follower,9
relation,inclination,10
mud,dry,1
mud,neck,2
mud,water,3
mud,grass,4
mud,pot,5
mud,tall,6
mud,mouth,7
mud,hole,8
mud,throat,9
mud,legs,10
melancholy,ingenious,1
melancholy,cunning,2
melancholy,airy,3
melancholy,treacherous,4
melancholy,tedious,5
melancholy,ingenuity,6
melancholy,presumption,7
melancholy,idle,8
melancholy,countenance,9
melancholy,negligent,10
tribe,forehead,1
tribe,female,2
tribe,desire,3
tribe,multitude,4
tribe,darkness,5
tribe,ornament,6
tribe,barren,7
tribe,tribes,8
tribe,vomiting,9
tribe,enmity,10
blade,edge,1
blade,handle,2
blade,finger,3
blade,shoulder,4
blade,stump,5
blade,knife,6
blade,trap,7
blade,roof,8
blade,thumb,9
blade,trunk,10
defeat,skill,1
defeat,attack,2
defeat,progress,3
defeat,accept,4
defeat,approval,5
defeat,control,6
defeat,agreement,7
defeat,failure,8
defeat,interest,9
defeat,reliable,10
clothing,container,1
clothing,area,2
clothing,objects,3
clothing,diarrhea,4
clothing,chicken,5
clothing,location,6
clothing,newborn,7
clothing,storage,8
clothing,leftover,9
clothing,fingernail,10
construction,basic,1
construction,personal,2
construction,function,3
construction,volume,4
construction,culture,5
construction,clause,6
construction,basis,7
construction,nominal,8
construction,positive,9
construction,second,10
faith,god,1
faith,obedience,2
faith,salvation,3
faith,mercy,4
faith,justice,5
faith,honour,6
faith,grace,7
faith,religion,8
faith,glory,9
faith,eternal,10
fort,beau,1
fort,fore,2
fort,coin,3
fort,colt,4
fort,forts,5
fort,port,6
fort,lent,7
fort,computation,8
fort,fret,9
fort,civility,10
discipline,strict,1
discipline,establish,2
discipline,gratitude,3
discipline,violate,4
discipline,nation,5
discipline,capture,6
discipline,plan,7
discipline,concentrate,8
discipline,compile,9
discipline,responsibility,10
arm,sick,1
arm,hole,2
arm,thigh,3
arm,knee,4
arm,log,5
arm,elbow,6
arm,smoke,7
arm,shoulder,8
arm,fire,9
arm,water,10
smoking,car,1
smoking,baby,2
smoking,accident,3
smoking,hospital,4
smoking,shopping,5
smoking,meeting,6
smoking,likes,7
smoking,tomorrow,8
smoking,socks,9
smoking,doctor,10
intestine,tendon,1
intestine,larynx,2
intestine,molar,3
intestine,spine,4
intestine,forearm,5
intestine,eyebrow,6
intestine,uterus,7
intestine,ankle,8
intestine,eyelash,9
intestine,backbone,10
iron,copper,1
iron,sulphur,2
iron,leather,3
iron,wheel,4
iron,hemp,5
iron,hoops,6
iron,cock,7
iron,bran,8
iron,salt,9
iron,spindle,10
plane,hospital,1
plane,truck,2
plane,rate,3
plane,station,4
plane,vote,5
plane,switch,6
plane,cartoon,7
plane,magazine,8
plane,route,9
plane,temperature,10
stage,pressure,1
stage,conditions,2
stage,treatment,3
stage,movement,4
stage,attitude,5
stage,physical,6
stage,artistic,7
stage,technique,8
stage,platform,9
stage,control,10
exclamation,food,1
exclamation,buttocks,2
exclamation,leaves,3
exclamation,edible,4
exclamation,cooked,5
exclamation,weeds,6
exclamation,mucus,7
exclamation,slippery,8
exclamation,used,9
exclamation,fish,10
thorn,calf,1
thorn,dove,2
thorn,goat,3
thorn,pot,4
thorn,pumpkin,5
thorn,stalk,6
thorn,cob,7
thorn,cow,8
thorn,thigh,9
thorn,cattle,10
abuse,enmity,1
abuse,begging,2
abuse,forehead,3
abuse,pride,4
abuse,abusive,5
abuse,beggar,6
abuse,marriage,7
abuse,distress,8
abuse,intoxication,9
abuse,servant,10
loan,loans,1
loan,inspection,2
loan,financial,3
loan,facilities,4
loan,supplementary,5
loan,educational,6
loan,industrial,7
loan,accounting,8
loan,policy,9
loan,deposit,10
evil,wealth,1
evil,wisdom,2
evil,worship,3
evil,deeds,4
evil,strength,5
evil,calamity,6
evil,darkness,7
evil,womb,8
evil,desire,9
evil,divine,10
suspicion,acquaintance,1
suspicion,objection,2
suspicion,consideration,3
suspicion,assistance,4
suspicion,confidence,5
suspicion,fortune,6
suspicion,promise,7
suspicion,ambition,8
suspicion,conclusion,9
suspicion,patience,10
switch,cartoon,1
switch,poster,2
switch,drill,3
switch,queue,4
switch,telephone,5
switch,flush,6
switch,steak,7
switch,coupon,8
switch,tension,9
switch,spare,10
breed,knit,1
breed,rake,2
breed,fret,3
breed,breeding,4
breed,tumble,5
breed,draught,6
breed,lattice,7
breed,gutter,8
breed,homely,9
breed,hush,10
nose,hair,1
nose,throat,2
nose,smoke,3
nose,neck,4
nose,elbow,5
nose,knee,6
nose,dry,7
nose,bone,8
nose,smell,9
nose,hole,10
safety,insurance,1
safety,agency,2
safety,traffic,3
safety,emergency,4
safety,average,5
safety,battery,6
safety,savings,7
safety,cost,8
safety,breakdown,9
safety,desk,10
habit,difficulty,1
habit,unfortunate,2
habit,stature,3
habit,suspicion,4
habit,poverty,5
habit,astonishment,6
habit,anxiety,7
habit,misfortune,8
habit,acquaintance,9
habit,habits,10
una,para,1
una,mama,2
una,mesa,3
una,sus,4
una,macho,5
una,papa,6
una,solo,7
una,persona,8
una,salsa,9
una,eat,10
swarm,rustle,1
swarm,notch,2
swarm,trickle,3
swarm,brood,4
swarm,graze,5
swarm,stripe,6
swarm,limp,7
swarm,stir,8
swarm,stump,9
swarm,growl,10
hum,dot,1
hum,flu,2
hum,earn,3
hum,mug,4
hum,bum,5
hum,pun,6
hum,tin,7
hum,porn,8
hum,manic,9
hum,bun,10
metal,storing,1
metal,outer,2
metal,liquid,3
metal,solid,4
metal,body,5
metal,happening,6
metal,substance,7
metal,animal,8
metal,musical,9
metal,shaped,10
fin,flu,1
fin,font,2
fin,civil,3
fin,inn,4
fin,tins,5
fin,ton,6
fin,tin,7
fin,cal,8
fin,hum,9
fin,fan,10
merchant,gardener,1
merchant,quarter,2
merchant,bearer,3
merchant,servant,4
merchant,porter,5
merchant,devout,6
merchant,fraud,7
merchant,treasurer,8
merchant,petition,9
merchant,asylum,10
car,police,1
car,hospital,2
car,accident,3
car,bus,4
car,restaurant,5
car,doctor,6
car,shopping,7
car,tickets,8
car,garage,9
car,cars,10
fish,fishing,1
fish,crab,2
fish,paddle,3
fish,shell,4
fish,shellfish,5
fish,coconut,6
fish,canoe,7
fish,net,8
fish,leaves,9
fish,turtle,10
laborer,labor,1
laborer,endeavor,2
laborer,flavor,3
laborer,traveler,4
laborer,rumor,5
laborer,honor,6
laborer,mold,7
laborer,color,8
laborer,harbor,9
laborer,marvelous,10
bee,frog,1
bee,snake,2
bee,monkey,3
bee,wasp,4
bee,tree,5
bee,dove,6
bee,grass,7
bee,lizard,8
bee,navel,9
bee,crow,10
hill,hills,1
hill,stream,2
hill,ridge,3
hill,noise,4
hill,lame,5
hill,wood,6
hill,foot,7
hill,river,8
hill,wet,9
hill,wild,10
village,villages,1
village,tree,2
village,firewood,3
village,pots,4
village,basket,5
village,roof,6
village,dry,7
village,hole,8
village,fruit,9
village,string,10
symbol,symbols,1
symbol,structure,2
symbol,material,3
symbol,physical,4
symbol,human,5
symbol,group,6
symbol,units,7
symbol,normal,8
symbol,movement,9
symbol,device,10
professor,editor,1
professor,college,2
professor,park,3
professor,library,4
professor,late,5
professor,university,6
professor,experiment,7
professor,interesting,8
professor,magazine,9
professor,student,10
plate,powder,1
plate,lever,2
plate,piston,3
plate,zinc,4
plate,tube,5
plate,board,6
plate,wheel,7
plate,valve,8
plate,sheet,9
plate,gland,10
itch,boil,1
itch,vomit,2
itch,blister,3
itch,cough,4
itch,ache,5
itch,rub,6
itch,yawn,7
itch,throat,8
itch,scar,9
itch,sour,10
thief,beggar,1
thief,rainy,2
thief,goat,3
thief,friend,4
thief,monkey,5
thief,pot,6
thief,cow,7
thief,forehead,8
thief,antelope,9
thief,clever,10
pole,basket,1
pole,finger,2
pole,rope,3
pole,water,4
pole,hole,5
pole,shoulder,6
pole,trap,7
pole,knife,8
pole,cooked,9
pole,fish,10
pot,pots,1
pot,goat,2
pot,hoe,3
pot,pumpkin,4
pot,mud,5
pot,maize,6
pot,dry,7
pot,stalk,8
pot,leopard,9
pot,roof,10
function,classification,1
function,sequence,2
function,basic,3
function,complex,4
function,analysis,5
function,identification,6
function,physical,7
function,functions,8
function,functioning,9
function,environment,10
bowel,measles,1
bowel,sticky,2
bowel,peel,3
bowel,stomach,4
bowel,frying,5
bowel,rooster,6
bowel,weed,7
bowel,pus,8
bowel,rinse,9
bowel,miscarriage,10
crop,plough,1
crop,straw,2
crop,lump,3
crop,stack,4
crop,buttermilk,5
crop,peg,6
crop,beam,7
crop,pod,8
crop,cultivation,9
crop,stout,10
tie,rub,1
tie,peel,2
tie,scrape,3
tie,carry,4
tie,shake,5
tie,spit,6
tie,shoot,7
tie,pull,8
tie,bend,9
tie,gather,10
owl,frog,1
owl,crow,2
owl,quail,3
owl,eagle,4
owl,duck,5
owl,sparrow,6
owl,onion,7
owl,feather,8
owl,deer,9
owl,mouse,10
photograph,telephone,1
photograph,broadcast,2
photograph,newspaper,3
photograph,optimistic,4
photograph,picture,5
photograph,electricity,6
photograph,temperature,7
photograph,restaurant,8
photograph,progress,9
photograph,desk,10
grudge,idle,1
grudge,conclude,2
grudge,yield,3
grudge,decline,4
grudge,uneasy,5
grudge,submit,6
grudge,indulge,7
grudge,lodging,8
grudge,confer,9
grudge,spoil,10
curse,pregnant,1
curse,cursed,2
curse,adultery,3
curse,epilepsy,4
curse,vomit,5
curse,greet,6
curse,blessing,7
curse,twins,8
curse,mix,9
curse,jealousy,10
fore,lent,1
fore,mater,2
fore,bred,3
fore,fort,4
fore,knight,5
fore,beau,6
fore,fret,7
fore,lace,8
fore,lender,9
fore,borough,10
misfortune,enmity,1
misfortune,unfortunate,2
misfortune,perplexed,3
misfortune,pride,4
misfortune,wicked,5
misfortune,deceit,6
misfortune,protector,7
misfortune,ignorant,8
misfortune,ignorance,9
misfortune,fraud,10
infant,infants,1
infant,skull,2
infant,urine,3
infant,breast,4
infant,cluster,5
infant,thorny,6
infant,cord,7
infant,throat,8
infant,navel,9
infant,female,10
tray,cage,1
tray,cushion,2
tray,mattress,3
tray,lemon,4
tray,starch,5
tray,fried,6
tray,funnel,7
tray,sugar,8
tray,sieve,9
tray,jar,10
observation,circulation,1
observation,consideration,2
observation,establishment,3
observation,management,4
observation,altitude,5
observation,atmospheric,6
observation,balance,7
observation,current,8
observation,communication,9
observation,capacity,10
dirt,chew,1
dirt,hole,2
dirt,dry,3
dirt,lice,4
dirt,meat,5
dirt,throat,6
dirt,water,7
dirt,rotten,8
dirt,peel,9
dirt,mud,10
reed,reeds,1
reed,spittle,2
reed,clay,3
reed,seed,4
reed,messenger,5
reed,bow,6
reed,grain,7
reed,heap,8
reed,quiver,9
reed,potter,10
library,desk,1
library,street,2
library,park,3
library,hours,4
library,room,5
library,laboratory,6
library,week,7
library,traffic,8
library,hour,9
library,glasses,10
sweat,cool,1
sweat,choke,2
sweat,crawl,3
sweat,drown,4
sweat,whistle,5
sweat,smash,6
sweat,spit,7
sweat,deaf,8
sweat,wipe,9
sweat,jump,10
disturbance,uproar,1
disturbance,dispute,2
disturbance,hesitation,3
disturbance,intimacy,4
disturbance,disgrace,5
disturbance,accusation,6
disturbance,commotion,7
disturbance,deception,8
disturbance,senseless,9
disturbance,anxiety,10
pepper,monkey,1
pepper,onion,2
pepper,ginger,3
pepper,cucumber,4
pepper,alligator,5
pepper,fried,6
pepper,mango,7
pepper,juice,8
pepper,nutmeg,9
pepper,bracelet,10
feature,recording,1
feature,disk,2
feature,breakdown,3
feature,handbook,4
feature,membership,5
feature,dummy,6
feature,headline,7
feature,tourist,8
feature,merge,9
feature,emphasize,10
manure,straw,1
manure,brood,2
manure,crutch,3
manure,flannel,4
manure,sickly,5
manure,stubble,6
manure,chimney,7
manure,hinge,8
manure,crumb,9
manure,oats,10
reference,referred,1
reference,following,2
reference,indicated,3
reference,cases,4
reference,occur,5
reference,single,6
reference,occurs,7
reference,speaker,8
reference,forms,9
reference,indicates,10
relative,verbs,1
relative,plural,2
relative,singular,3
relative,negative,4
relative,indicated,5
relative,indicates,6
relative,follows,7
relative,following,8
relative,followed,9
relative,grandchild,10
effect,power,1
effect,force,2
effect,events,3
effect,impression,4
effect,supply,5
effect,limits,6
effect,statement,7
effect,importance,8
effect,interest,9
effect,regular,10
widow,marriage,1
widow,ashes,2
widow,forehead,3
widow,navel,4
widow,wrist,5
widow,son-in-law,6
widow,maternal,7
widow,elder,8
widow,father-in-law,9
widow,seed,10
insult,boast,1
insult,ambush,2
insult,stingy,3
insult,amuse,4
insult,exaggerate,5
insult,provoke,6
insult,reconcile,7
insult,calm,8
insult,stubborn,9
insult,encourage,10
corruption,corrupted,1
corruption,prevails,2
corruption,called,3
corruption,reaping,4
corruption,synonymous,5
corruption,signifying,6
corruption,hedge,7
corruption,applied,8
corruption,diminutive,9
corruption,common,10
hare,great,1
hare,mall,2
hare,liberty,3
hare,harp,4
hare,lay,5
hare,rigour,6
hare,fetch,7
hare,wrought,8
hare,tongue,9
hare,draught,10
presence,wisdom,1
presence,treasure,2
presence,established,3
presence,soul,4
presence,acquired,5
presence,distinction,6
presence,divine,7
presence,prosperity,8
presence,existence,9
presence,womb,10
lap,hang,1
lap,sip,2
lap,lip,3
lap,pan,4
lap,pen,5
lap,bun,6
lap,rap,7
lap,hop,8
lap,nap,9
lap,sap,10
patience,shame,1
patience,ignorance,2
patience,poverty,3
patience,politeness,4
patience,obedience,5
patience,imagination,6
patience,suspicion,7
patience,generosity,8
patience,silence,9
patience,charitable,10
expert,attractive,1
expert,prestige,2
expert,detailed,3
expert,permanent,4
expert,immoral,5
expert,reliable,6
expert,physique,7
expert,alert,8
expert,total,9
expert,vague,10
speed,train,1
speed,machine,2
speed,telephone,3
speed,score,4
speed,broadcast,5
speed,air,6
speed,switch,7
speed,tennis,8
speed,shop,9
speed,poster,10
trouble,care,1
trouble,excuse,2
trouble,secret,3
trouble,opportunity,4
trouble,troubles,5
trouble,save,6
trouble,profit,7
trouble,consent,8
trouble,pardon,9
trouble,patience,10
route,station,1
route,poster,2
route,restaurant,3
route,magazine,4
route,speed,5
route,tunnel,6
route,photograph,7
route,tour,8
route,transport,9
route,train,10
weed,stalk,1
weed,wild,2
weed,dove,3
weed,peel,4
weed,beetle,5
weed,slippery,6
weed,worm,7
weed,dry,8
weed,wasp,9
weed,spotted,10
dust,burn,1
dust,thirst,2
dust,hunger,3
dust,grind,4
dust,bitter,5
dust,ear,6
dust,neck,7
dust,dry,8
dust,load,9
dust,nose,10
bowl,bowls,1
bowl,wooden,2
bowl,eyeball,3
bowl,scoop,4
bowl,chest,5
bowl,weave,6
bowl,tray,7
bowl,footprint,8
bowl,belt,9
bowl,egg,10
rib,chest,1
rib,nostril,2
rib,spine,3
rib,lip,4
rib,fork,5
rib,nipple,6
rib,thigh,7
rib,eyebrow,8
rib,bone,9
rib,knee,10
bos,,1
bos,,2
bos,,3
bos,,4
bos,,5
bos,,6
bos,,7
bos,,8
bos,,9
bos,,10
arrival,departure,1
arrival,farewell,2
arrival,conversation,3
arrival,request,4
arrival,suspicion,5
arrival,vaccination,6
arrival,invitation,7
arrival,apology,8
arrival,excuse,9
arrival,successor,10
confusion,disgust,1
confusion,weariness,2
confusion,defect,3
confusion,ridicule,4
confusion,weakness,5
confusion,brightness,6
confusion,stupidity,7
confusion,displeasure,8
confusion,stout,9
confusion,familiarity,10
bible,testament,1
bible,gospel,2
bible,biblical,3
bible,parable,4
bible,church,5
bible,pope,6
bible,missionary,7
bible,covenant,8
bible,communion,9
bible,wilderness,10
cord,cords,1
cord,large,2
cord,knot,3
cord,breast,4
cord,string,5
cord,striped,6
cord,infant,7
cord,skull,8
cord,stream,9
cord,pole,10
jig,confer,1
jig,silk,2
jig,carriage,3
jig,railing,4
jig,revert,5
jig,regulate,6
jig,slate,7
jig,noxious,8
jig,mint,9
jig,comet,10
slang,tricky,1
slang,fussy,2
slang,pretentious,3
slang,archaic,4
slang,tantrum,5
slang,good-looking,6
slang,slaughterhouse,7
slang,gossip,8
slang,vernacular,9
slang,automobile,10
formation,combined,1
formation,element,2
formation,modification,3
formation,adaptation,4
formation,formations,5
formation,exemplified,6
formation,observation,7
formation,positive,8
formation,substitution,9
formation,assimilation,10
uncle,aunt,1
uncle,grandfather,2
uncle,grandmother,3
uncle,nephew,4
uncle,younger,5
uncle,niece,6
uncle,big,7
uncle,sister-in-law,8
uncle,mother-in-law,9
uncle,cousin,10
staff,report,1
staff,service,2
staff,zone,3
staff,vote,4
staff,vital,5
staff,record,6
staff,postal,7
staff,prime,8
staff,capital,9
staff,clip,10
clause,clauses,1
clause,constructions,2
clause,function,3
clause,indirect,4
clause,construction,5
clause,nominal,6
clause,examples,7
clause,sentences,8
clause,introduces,9
clause,complement,10
throat,neck,1
throat,water,2
throat,dry,3
throat,hole,4
throat,tail,5
throat,nose,6
throat,mud,7
throat,hair,8
throat,mouth,9
throat,skin,10
guardian,glory,1
guardian,victorious,2
guardian,illustrious,3
guardian,conquer,4
guardian,adversary,5
guardian,delight,6
guardian,embrace,7
guardian,messenger,8
guardian,decree,9
guardian,devour,10
comment,route,1
comment,attitude,2
comment,situation,3
comment,housing,4
comment,role,5
comment,membership,6
comment,curriculum,7
comment,conservative,8
comment,lecture,9
comment,corridor,10
reality,vitality,1
reality,detailed,2
reality,logical,3
reality,physical,4
reality,practice,5
reality,vital,6
reality,unprecedented,7
reality,performance,8
reality,fundamental,9
reality,influence,10
disgust,confusion,1
disgust,weariness,2
disgust,eagerness,3
disgust,displeasure,4
disgust,lightness,5
disgust,dryness,6
disgust,aversion,7
disgust,fatigue,8
